request_id,timestamp,user_key,user_id,target_id,endpoint,method,url,headers,status_code,response_length,response_headers,sensitive_data_found,is_unauthorized,access_type,response_time
88481022a819,2025-11-05T22:55:22.690941,user_a,101,201,/invoice?id=201,GET,http://localhost:5002/invoice?id=201,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:22 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,authorized,2.09601
6f5b158651d2,2025-11-05T22:55:24.881420,user_a,101,301,/invoice?id=301,GET,http://localhost:5002/invoice?id=301,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},200,85,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:24 GMT', 'Content-Type': 'application/json', 'Content-Length': '85', 'Connection': 'close'}",0,0,authorized,2.088695
bd0910e20d50,2025-11-05T22:55:27.063813,user_a,101,101,/order/101/status,GET,http://localhost:5002/order/101/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:27 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.080827
59e236af4b06,2025-11-05T22:55:29.245941,user_a,101,201,/order/201/status,GET,http://localhost:5002/order/201/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:29 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.079395
ae0c988d33eb,2025-11-05T22:55:31.472613,user_a,101,301,/order/301/status,GET,http://localhost:5002/order/301/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:31 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.124135
4057cbd973bf,2025-11-05T22:55:33.659014,user_a,101,101,/document?doc_id=101,GET,http://localhost:5002/document?doc_id=101,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,31,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:33 GMT', 'Content-Type': 'application/json', 'Content-Length': '31', 'Connection': 'close'}",0,0,authorized,2.084779
7e3ffe0257e0,2025-11-05T22:55:35.850078,user_a,101,201,/document?doc_id=201,GET,http://localhost:5002/document?doc_id=201,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},200,104,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:35 GMT', 'Content-Type': 'application/json', 'Content-Length': '104', 'Connection': 'close'}",0,0,authorized,2.089642
3dbcc75a2818,2025-11-05T22:55:38.050093,user_a,101,301,/document?doc_id=301,GET,http://localhost:5002/document?doc_id=301,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},200,85,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:38 GMT', 'Content-Type': 'application/json', 'Content-Length': '85', 'Connection': 'close'}",0,0,authorized,2.098618
b3b46557aab3,2025-11-05T22:55:40.270459,user_a,101,101,/api/account/101/balance,GET,http://localhost:5002/api/account/101/balance,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:40 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.118765
823d76613edc,2025-11-05T22:55:42.449133,user_a,101,201,/api/account/201/balance,POST,http://localhost:5002/api/account/201/balance,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},405,153,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:42 GMT', 'Content-Type': 'text/html; charset=utf-8', 'Allow': 'GET, HEAD, OPTIONS', 'Content-Length': '153', 'Connection': 'close'}",0,0,authorized,2.077365
934a30084963,2025-11-05T22:55:44.614147,user_a,101,301,/api/account/301/balance,POST,http://localhost:5002/api/account/301/balance,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},405,153,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:44 GMT', 'Content-Type': 'text/html; charset=utf-8', 'Allow': 'GET, HEAD, OPTIONS', 'Content-Length': '153', 'Connection': 'close'}",0,0,authorized,2.063771
199fdb04935a,2025-11-05T22:55:46.786282,user_a,101,101,/settings?user_id=101,GET,http://localhost:5002/settings?user_id=101,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:46 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.070785
02fd9b591fba,2025-11-05T22:55:49.000494,user_a,101,201,/settings?user_id=201,GET,http://localhost:5002/settings?user_id=201,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:48 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.112459
5906e7d1d673,2025-11-05T22:55:51.179645,user_a,101,301,/settings?user_id=301,GET,http://localhost:5002/settings?user_id=301,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:51 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.077648
26fa76cc17a6,2025-11-05T22:55:53.391349,user_a,101,101,/messages/101/view,GET,http://localhost:5002/messages/101/view,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:53 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.110378
8489154f5a3b,2025-11-05T22:55:55.564947,user_a,101,201,/messages/201/view,GET,http://localhost:5002/messages/201/view,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:55 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.07178
cb9c1dbc3c21,2025-11-05T22:55:57.754055,user_a,101,301,/messages/301/view,GET,http://localhost:5002/messages/301/view,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:57 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.08737
a1b80794ff57,2025-11-05T22:55:59.925956,user_a,101,101,/report?report_id=101,GET,http://localhost:5002/report?report_id=101,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},200,187,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:25:59 GMT', 'Content-Type': 'application/json', 'Content-Length': '187', 'Connection': 'close'}",0,0,authorized,2.070201
06eaff66b7a9,2025-11-05T22:56:02.110291,user_a,101,201,/report?report_id=201,GET,http://localhost:5002/report?report_id=201,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,29,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:02 GMT', 'Content-Type': 'application/json', 'Content-Length': '29', 'Connection': 'close'}",0,0,authorized,2.082048
77ad61739c7c,2025-11-05T22:56:04.299076,user_a,101,301,/report?report_id=301,GET,http://localhost:5002/report?report_id=301,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,29,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:04 GMT', 'Content-Type': 'application/json', 'Content-Length': '29', 'Connection': 'close'}",0,0,authorized,2.086711
3676cb69841e,2025-11-05T22:56:06.466723,user_b,102,102,/user/profile?user_id=102,GET,http://localhost:5002/user/profile?user_id=102,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},200,159,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:06 GMT', 'Content-Type': 'application/json', 'Content-Length': '159', 'Connection': 'close'}",1,0,authorized,2.065887
81ee42cc8020,2025-11-05T22:56:08.663953,user_b,102,202,/user/profile?user_id=202,GET,http://localhost:5002/user/profile?user_id=202,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,27,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:08 GMT', 'Content-Type': 'application/json', 'Content-Length': '27', 'Connection': 'close'}",0,0,authorized,2.095357
44d45880c53d,2025-11-05T22:56:10.855415,user_b,102,302,/user/profile?user_id=302,GET,http://localhost:5002/user/profile?user_id=302,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,27,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:10 GMT', 'Content-Type': 'application/json', 'Content-Length': '27', 'Connection': 'close'}",0,0,authorized,2.089956
bbe06b0605ed,2025-11-05T22:56:13.061993,user_b,102,102,/api/user/102/details,GET,http://localhost:5002/api/user/102/details,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:13 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.104267
e05abdd18ccc,2025-11-05T22:56:15.202013,user_b,102,202,/api/user/202/details,POST,http://localhost:5002/api/user/202/details,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},405,153,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:15 GMT', 'Content-Type': 'text/html; charset=utf-8', 'Allow': 'GET, HEAD, OPTIONS', 'Content-Length': '153', 'Connection': 'close'}",0,0,authorized,2.037809
5f260ca4a9a9,2025-11-05T22:56:17.412657,user_b,102,302,/api/user/302/details,GET,http://localhost:5002/api/user/302/details,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:17 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.108365
fd4e105b811b,2025-11-05T22:56:19.612529,user_b,102,102,/profile?uid=102,GET,http://localhost:5002/profile?uid=102,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},200,66,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:19 GMT', 'Content-Type': 'application/json', 'Content-Length': '66', 'Connection': 'close'}",1,0,authorized,2.098396
b1f8c6df072b,2025-11-05T22:56:21.818958,user_b,102,202,/profile?uid=202,GET,http://localhost:5002/profile?uid=202,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:21 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,authorized,2.104469
535f3e06c3ea,2025-11-05T22:56:24.019408,user_b,102,302,/profile?uid=302,GET,http://localhost:5002/profile?uid=302,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:24 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,authorized,2.099064
da1fc9536cb4,2025-11-05T22:56:26.245323,user_b,102,102,/invoice?id=102,GET,http://localhost:5002/invoice?id=102,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:26 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,authorized,2.124259
3d604808f268,2025-11-05T22:56:28.416030,user_b,102,202,/invoice?id=202,GET,http://localhost:5002/invoice?id=202,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:28 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,authorized,2.068752
c6045dca1261,2025-11-05T22:56:30.629807,user_b,102,302,/invoice?id=302,GET,http://localhost:5002/invoice?id=302,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},200,88,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:30 GMT', 'Content-Type': 'application/json', 'Content-Length': '88', 'Connection': 'close'}",0,0,authorized,2.111837
6e9f48bd98dd,2025-11-05T22:56:32.831897,user_b,102,102,/order/102/status,GET,http://localhost:5002/order/102/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:32 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.099729
7df687ad95ba,2025-11-05T22:56:35.041901,user_b,102,202,/order/202/status,GET,http://localhost:5002/order/202/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:35 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.109051
377f5138956e,2025-11-05T22:56:37.217614,user_b,102,302,/order/302/status,GET,http://localhost:5002/order/302/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:37 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.074295
a816e0cca9b1,2025-11-05T22:56:39.392064,user_b,102,102,/document?doc_id=102,GET,http://localhost:5002/document?doc_id=102,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},404,31,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:39 GMT', 'Content-Type': 'application/json', 'Content-Length': '31', 'Connection': 'close'}",0,0,authorized,2.073074
f275503d4152,2025-11-05T22:56:41.583224,user_b,102,202,/document?doc_id=202,GET,http://localhost:5002/document?doc_id=202,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},200,114,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:41 GMT', 'Content-Type': 'application/json', 'Content-Length': '114', 'Connection': 'close'}",0,0,authorized,2.089759
d2f156050652,2025-11-05T22:56:43.805381,user_b,102,302,/document?doc_id=302,GET,http://localhost:5002/document?doc_id=302,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},200,88,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:43 GMT', 'Content-Type': 'application/json', 'Content-Length': '88', 'Connection': 'close'}",0,0,authorized,2.120395
fe8331f08e02,2025-11-05T22:56:45.951665,user_b,102,102,/api/account/102/balance,POST,http://localhost:5002/api/account/102/balance,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},405,153,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:45 GMT', 'Content-Type': 'text/html; charset=utf-8', 'Allow': 'GET, HEAD, OPTIONS', 'Content-Length': '153', 'Connection': 'close'}",0,0,authorized,2.045143
f520db42c5fb,2025-11-05T22:56:48.121343,user_b,102,202,/api/account/202/balance,GET,http://localhost:5002/api/account/202/balance,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:48 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.068227
f4b50d8933be,2025-11-05T22:56:50.346137,user_b,102,302,/api/account/302/balance,GET,http://localhost:5002/api/account/302/balance,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:50 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.122835
3639007cc019,2025-11-05T22:56:52.542269,user_b,102,102,/settings?user_id=102,GET,http://localhost:5002/settings?user_id=102,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAyIn0.mock_token_b'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:26:52 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,authorized,2.094774
