request_id,endpoint,endpoint_pattern,method,method_encoded,parameter,user_id,target_id,status_code,response_length,sensitive_data_found,is_unauthorized,response_time,timestamp
ae0c988d33eb,/order/301/status,/order/<ID>/status,GET,0,status,101,301,401,25,0,0,2.124135,2025-11-05T22:55:31.472613
4057cbd973bf,/document?doc_id=101,/document?doc_id=<ID>,GET,0,doc_id,101,101,404,31,0,0,2.084779,2025-11-05T22:55:33.659014
7e3ffe0257e0,/document?doc_id=201,/document?doc_id=<ID>,GET,0,doc_id,101,201,200,104,0,0,2.089642,2025-11-05T22:55:35.850078
3dbcc75a2818,/document?doc_id=301,/document?doc_id=<ID>,GET,0,doc_id,101,301,200,85,0,0,2.098618,2025-11-05T22:55:38.050093
b3b46557aab3,/api/account/101/balance,/api/account/<ID>/balance,GET,0,balance,101,101,401,25,0,0,2.118765,2025-11-05T22:55:40.270459
823d76613edc,/api/account/201/balance,/api/account/<ID>/balance,POST,1,balance,101,201,405,153,0,0,2.077365,2025-11-05T22:55:42.449133
934a30084963,/api/account/301/balance,/api/account/<ID>/balance,POST,1,balance,101,301,405,153,0,0,2.063771,2025-11-05T22:55:44.614147
199fdb04935a,/settings?user_id=101,/settings?user_id=<ID>,GET,0,user_id,101,101,401,25,0,0,2.070785,2025-11-05T22:55:46.786282
02fd9b591fba,/settings?user_id=201,/settings?user_id=<ID>,GET,0,user_id,101,201,401,25,0,0,2.112459,2025-11-05T22:55:49.000494
5906e7d1d673,/settings?user_id=301,/settings?user_id=<ID>,GET,0,user_id,101,301,401,25,0,0,2.077648,2025-11-05T22:55:51.179645
26fa76cc17a6,/messages/101/view,/messages/<ID>/view,GET,0,view,101,101,401,25,0,0,2.110378,2025-11-05T22:55:53.391349
8489154f5a3b,/messages/201/view,/messages/<ID>/view,GET,0,view,101,201,401,25,0,0,2.07178,2025-11-05T22:55:55.564947
cb9c1dbc3c21,/messages/301/view,/messages/<ID>/view,GET,0,view,101,301,401,25,0,0,2.08737,2025-11-05T22:55:57.754055
a1b80794ff57,/report?report_id=101,/report?report_id=<ID>,GET,0,report_id,101,101,200,187,0,0,2.070201,2025-11-05T22:55:59.925956
06eaff66b7a9,/report?report_id=201,/report?report_id=<ID>,GET,0,report_id,101,201,404,29,0,0,2.082048,2025-11-05T22:56:02.110291
77ad61739c7c,/report?report_id=301,/report?report_id=<ID>,GET,0,report_id,101,301,404,29,0,0,2.086711,2025-11-05T22:56:04.299076
3676cb69841e,/user/profile?user_id=102,/user/profile?user_id=<ID>,GET,0,user_id,102,102,200,159,1,0,2.065887,2025-11-05T22:56:06.466723
81ee42cc8020,/user/profile?user_id=202,/user/profile?user_id=<ID>,GET,0,user_id,102,202,404,27,0,0,2.095357,2025-11-05T22:56:08.663953
44d45880c53d,/user/profile?user_id=302,/user/profile?user_id=<ID>,GET,0,user_id,102,302,404,27,0,0,2.089956,2025-11-05T22:56:10.855415
bbe06b0605ed,/api/user/102/details,/api/user/<ID>/details,GET,0,details,102,102,401,25,0,0,2.104267,2025-11-05T22:56:13.061993
e05abdd18ccc,/api/user/202/details,/api/user/<ID>/details,POST,1,details,102,202,405,153,0,0,2.037809,2025-11-05T22:56:15.202013
5f260ca4a9a9,/api/user/302/details,/api/user/<ID>/details,GET,0,details,102,302,401,25,0,0,2.108365,2025-11-05T22:56:17.412657
fd4e105b811b,/profile?uid=102,/profile?uid=<ID>,GET,0,uid,102,102,200,66,1,0,2.098396,2025-11-05T22:56:19.612529
b1f8c6df072b,/profile?uid=202,/profile?uid=<ID>,GET,0,uid,102,202,404,30,0,0,2.104469,2025-11-05T22:56:21.818958
535f3e06c3ea,/profile?uid=302,/profile?uid=<ID>,GET,0,uid,102,302,404,30,0,0,2.099064,2025-11-05T22:56:24.019408
da1fc9536cb4,/invoice?id=102,/invoice?id=<ID>,GET,0,id,102,102,404,30,0,0,2.124259,2025-11-05T22:56:26.245323
3d604808f268,/invoice?id=202,/invoice?id=<ID>,GET,0,id,102,202,404,30,0,0,2.068752,2025-11-05T22:56:28.416030
c6045dca1261,/invoice?id=302,/invoice?id=<ID>,GET,0,id,102,302,200,88,0,0,2.111837,2025-11-05T22:56:30.629807
6e9f48bd98dd,/order/102/status,/order/<ID>/status,GET,0,status,102,102,401,25,0,0,2.099729,2025-11-05T22:56:32.831897
7df687ad95ba,/order/202/status,/order/<ID>/status,GET,0,status,102,202,401,25,0,0,2.109051,2025-11-05T22:56:35.041901
377f5138956e,/order/302/status,/order/<ID>/status,GET,0,status,102,302,401,25,0,0,2.074295,2025-11-05T22:56:37.217614
a816e0cca9b1,/document?doc_id=102,/document?doc_id=<ID>,GET,0,doc_id,102,102,404,31,0,0,2.073074,2025-11-05T22:56:39.392064
f275503d4152,/document?doc_id=202,/document?doc_id=<ID>,GET,0,doc_id,102,202,200,114,0,0,2.089759,2025-11-05T22:56:41.583224
d2f156050652,/document?doc_id=302,/document?doc_id=<ID>,GET,0,doc_id,102,302,200,88,0,0,2.120395,2025-11-05T22:56:43.805381
fe8331f08e02,/api/account/102/balance,/api/account/<ID>/balance,POST,1,balance,102,102,405,153,0,0,2.045143,2025-11-05T22:56:45.951665
f520db42c5fb,/api/account/202/balance,/api/account/<ID>/balance,GET,0,balance,102,202,401,25,0,0,2.068227,2025-11-05T22:56:48.121343
f4b50d8933be,/api/account/302/balance,/api/account/<ID>/balance,GET,0,balance,102,302,401,25,0,0,2.122835,2025-11-05T22:56:50.346137
3639007cc019,/settings?user_id=102,/settings?user_id=<ID>,GET,0,user_id,102,102,401,25,0,0,2.094774,2025-11-05T22:56:52.542269
49b90c410993,/settings?user_id=202,/settings?user_id=<ID>,GET,0,user_id,102,202,401,25,0,0,2.085608,2025-11-05T22:56:54.729258
e5a8866d8e83,/settings?user_id=302,/settings?user_id=<ID>,GET,0,user_id,102,302,401,25,0,0,2.090976,2025-11-05T22:56:56.921592
321dab7ed32c,/messages/102/view,/messages/<ID>/view,GET,0,view,102,102,401,25,0,0,2.057067,2025-11-05T22:56:59.080290
a2337a298e24,/messages/202/view,/messages/<ID>/view,GET,0,view,102,202,401,25,0,0,2.08899,2025-11-05T22:57:01.270504
c31e3ff0016b,/messages/302/view,/messages/<ID>/view,GET,0,view,102,302,401,25,0,0,2.083052,2025-11-05T22:57:03.454959
840b2cd14964,/report?report_id=102,/report?report_id=<ID>,GET,0,report_id,102,102,200,186,0,0,2.059501,2025-11-05T22:57:05.616658
9da5f8528acd,/report?report_id=202,/report?report_id=<ID>,GET,0,report_id,102,202,404,29,0,0,2.068509,2025-11-05T22:57:07.786606
b07ef3b95a35,/report?report_id=302,/report?report_id=<ID>,GET,0,report_id,102,302,404,29,0,0,2.106456,2025-11-05T22:57:09.995584
edbd2aa46521,/user/profile?user_id=102,/user/profile?user_id=<ID>,GET,0,user_id,101,102,200,159,1,1,2.109407,2025-11-05T22:57:12.207128
e0489d065d0c,/user/profile?user_id=103,/user/profile?user_id=<ID>,GET,0,user_id,101,103,200,160,1,1,2.07088,2025-11-05T22:57:14.379599
c5f02ef118ff,/user/profile?user_id=104,/user/profile?user_id=<ID>,GET,0,user_id,101,104,404,27,0,0,2.072225,2025-11-05T22:57:16.553359
0fb913a8af60,/user/profile?user_id=105,/user/profile?user_id=<ID>,GET,0,user_id,101,105,404,27,0,0,2.10067,2025-11-05T22:57:18.755748
39800635b085,/user/profile?user_id=202,/user/profile?user_id=<ID>,GET,0,user_id,101,202,404,27,0,0,2.0634,2025-11-05T22:57:20.920783
c11907c29380,/user/profile?user_id=203,/user/profile?user_id=<ID>,GET,0,user_id,101,203,404,27,0,0,2.075277,2025-11-05T22:57:23.097674
fd3a22074d98,/user/profile?user_id=204,/user/profile?user_id=<ID>,GET,0,user_id,101,204,404,27,0,0,2.099231,2025-11-05T22:57:25.298508
850e4a276e67,/user/profile?user_id=205,/user/profile?user_id=<ID>,GET,0,user_id,101,205,404,27,0,0,2.105712,2025-11-05T22:57:27.505743
9150b68c84d3,/user/profile?user_id=302,/user/profile?user_id=<ID>,GET,0,user_id,101,302,404,27,0,0,2.098669,2025-11-05T22:57:29.705607
4b609d6608f5,/user/profile?user_id=303,/user/profile?user_id=<ID>,GET,0,user_id,101,303,404,27,0,0,2.093652,2025-11-05T22:57:31.901114
6eb527367961,/user/profile?user_id=304,/user/profile?user_id=<ID>,GET,0,user_id,101,304,404,27,0,0,2.093033,2025-11-05T22:57:34.095459
05296ccddf19,/user/profile?user_id=305,/user/profile?user_id=<ID>,GET,0,user_id,101,305,404,27,0,0,2.058068,2025-11-05T22:57:36.255208
c770cac95964,/user/profile?user_id=401,/user/profile?user_id=<ID>,GET,0,user_id,101,401,404,27,0,0,2.128397,2025-11-05T22:57:38.484944
4f215de7bc89,/user/profile?user_id=402,/user/profile?user_id=<ID>,GET,0,user_id,101,402,404,27,0,0,2.106358,2025-11-05T22:57:40.693123
96da27be9413,/user/profile?user_id=403,/user/profile?user_id=<ID>,GET,0,user_id,101,403,404,27,0,0,2.098051,2025-11-05T22:57:42.893034
47cde8b5186c,/user/profile?user_id=404,/user/profile?user_id=<ID>,GET,0,user_id,101,404,404,27,0,0,2.099172,2025-11-05T22:57:45.093970
adb9215d2201,/user/profile?user_id=405,/user/profile?user_id=<ID>,GET,0,user_id,101,405,404,27,0,0,2.122004,2025-11-05T22:57:47.317459
c652cb9f515c,/user/profile?user_id=999,/user/profile?user_id=<ID>,GET,0,user_id,101,999,404,27,0,0,2.049395,2025-11-05T22:57:49.468014
db1d1094510c,/user/profile?user_id=1000,/user/profile?user_id=<ID>,GET,0,user_id,101,1000,404,27,0,0,2.100876,2025-11-05T22:57:51.670039
a169567c2f34,/user/profile?user_id=1001,/user/profile?user_id=<ID>,GET,0,user_id,101,1001,404,27,0,0,2.106287,2025-11-05T22:57:53.877837
e8a9fe8cf4f2,/user/profile?user_id=-1,/user/profile?user_id=-<ID>,GET,0,user_id,101,-1,404,27,0,0,2.073549,2025-11-05T22:57:56.052640
c9e20762e8c0,/user/profile?user_id=0,/user/profile?user_id=<ID>,GET,0,user_id,101,0,404,27,0,0,2.074515,2025-11-05T22:57:58.228658
8e8dc56de92b,/user/profile?user_id=abc,/user/profile?user_id=abc,GET,0,user_id,101,abc,404,27,0,0,2.099896,2025-11-05T22:58:00.430104
94f773fbbede,/user/profile?user_id=xyz,/user/profile?user_id=xyz,GET,0,user_id,101,xyz,404,27,0,0,2.088114,2025-11-05T22:58:02.619837
54d4fa5b5a11,/user/profile?user_id=../../../etc/passwd,/user/profile?user_id=../../../etc/passwd,GET,0,user_id,101,../../../etc/passwd,404,27,0,0,2.059614,2025-11-05T22:58:04.780849
2aa0d304408b,/user/profile?user_id=' OR '1'='1,/user/profile?user_id=' OR '<ID>'='<ID>,GET,0,user_id,101,' OR '1'='1,404,27,0,0,2.104299,2025-11-05T22:58:06.986558
67888cf982cd,/api/user/102/details,/api/user/<ID>/details,POST,1,details,101,102,405,153,0,0,2.047847,2025-11-05T22:58:09.136188
14e4bb40f400,/api/user/103/details,/api/user/<ID>/details,GET,0,details,101,103,401,25,0,0,2.081024,2025-11-05T22:58:11.318553
0709e6f2cbc5,/api/user/104/details,/api/user/<ID>/details,GET,0,details,101,104,401,25,0,0,2.099697,2025-11-05T22:58:13.519476
b49ccbec5708,/api/user/105/details,/api/user/<ID>/details,POST,1,details,101,105,405,153,0,0,2.060868,2025-11-05T22:58:15.682215
db4e342e1431,/api/user/202/details,/api/user/<ID>/details,POST,1,details,101,202,405,153,0,0,2.076476,2025-11-05T22:58:17.860788
7b5a5606a03a,/api/user/203/details,/api/user/<ID>/details,POST,1,details,101,203,405,153,0,0,2.050821,2025-11-05T22:58:20.013466
d66bddc4debe,/api/user/204/details,/api/user/<ID>/details,POST,1,details,101,204,405,153,0,0,2.067069,2025-11-05T22:58:22.182015
cec11663dcb7,/api/user/205/details,/api/user/<ID>/details,POST,1,details,101,205,405,153,0,0,2.065893,2025-11-05T22:58:24.352491
f20812f63329,/api/user/302/details,/api/user/<ID>/details,POST,1,details,101,302,405,153,0,0,2.049632,2025-11-05T22:58:26.503991
5547610d0cb0,/api/user/303/details,/api/user/<ID>/details,POST,1,details,101,303,405,153,0,0,2.057697,2025-11-05T22:58:28.662972
2f3d33faf054,/api/user/304/details,/api/user/<ID>/details,POST,1,details,101,304,405,153,0,0,2.065349,2025-11-05T22:58:30.830110
d1f919e56a3c,/api/user/305/details,/api/user/<ID>/details,POST,1,details,101,305,405,153,0,0,2.061522,2025-11-05T22:58:32.992933
21e55f346ab1,/api/user/401/details,/api/user/<ID>/details,POST,1,details,101,401,405,153,0,0,2.043695,2025-11-05T22:58:35.138126
5d702a519f67,/api/user/402/details,/api/user/<ID>/details,GET,0,details,101,402,401,25,0,0,2.072499,2025-11-05T22:58:37.313005
3b6a006bd145,/api/user/403/details,/api/user/<ID>/details,GET,0,details,101,403,401,25,0,0,2.091191,2025-11-05T22:58:39.506229
45ac7367a994,/api/user/404/details,/api/user/<ID>/details,POST,1,details,101,404,405,153,0,0,2.064552,2025-11-05T22:58:41.672338
f8563aa1a88c,/api/user/405/details,/api/user/<ID>/details,POST,1,details,101,405,405,153,0,0,2.047802,2025-11-05T22:58:43.821566
d252a4d0e5d6,/api/user/999/details,/api/user/<ID>/details,GET,0,details,101,999,401,25,0,0,2.076227,2025-11-05T22:58:45.999407
cd4b092e4e74,/api/user/1000/details,/api/user/<ID>/details,GET,0,details,101,1000,401,25,0,0,2.08161,2025-11-05T22:58:48.182299
b4b54775a049,/api/user/1001/details,/api/user/<ID>/details,GET,0,details,101,1001,401,25,0,0,2.05657,2025-11-05T22:58:50.340156
755880d1a63f,/api/user/-1/details,/api/user/-<ID>/details,GET,0,details,101,-1,401,25,0,0,2.114479,2025-11-05T22:58:52.556623
0abced40ee91,/api/user/0/details,/api/user/<ID>/details,POST,1,details,101,0,405,153,0,0,2.040354,2025-11-05T22:58:54.698792
3df1586bf70e,/api/user/abc/details,/api/user/abc/details,GET,0,details,101,abc,401,25,0,0,2.096851,2025-11-05T22:58:56.897262
9281e71df43d,/api/user/xyz/details,/api/user/xyz/details,POST,1,details,101,xyz,405,153,0,0,2.057107,2025-11-05T22:58:59.056154
a5617c354fa4,/api/user/../../../etc/passwd/details,/api/user/../../../etc/passwd/details,POST,1,details,101,../../../etc/passwd,404,31,0,0,2.057062,2025-11-05T22:59:01.215147
f1ea007a7af9,/api/user/' OR '1'='1/details,/api/user/' OR '<ID>'='<ID>/details,POST,1,details,101,' OR '1'='1,405,153,0,0,2.07783,2025-11-05T22:59:03.394475
5e858484132c,/profile?uid=102,/profile?uid=<ID>,GET,0,uid,101,102,200,66,1,1,2.124442,2025-11-05T22:59:05.619963
dc4ffb5068ae,/profile?uid=103,/profile?uid=<ID>,GET,0,uid,101,103,200,67,1,1,2.096418,2025-11-05T22:59:07.817699
d5aa2962bbc6,/profile?uid=104,/profile?uid=<ID>,GET,0,uid,101,104,404,30,0,0,2.113931,2025-11-05T22:59:10.033063
98a4b7835e5e,/profile?uid=105,/profile?uid=<ID>,GET,0,uid,101,105,404,30,0,0,2.055481,2025-11-05T22:59:12.190173
a2b8d3368298,/profile?uid=202,/profile?uid=<ID>,GET,0,uid,101,202,404,30,0,0,2.108361,2025-11-05T22:59:14.400543
ca7a368c93ea,/profile?uid=203,/profile?uid=<ID>,GET,0,uid,101,203,404,30,0,0,2.096895,2025-11-05T22:59:16.599189
53f8850d52b7,/profile?uid=204,/profile?uid=<ID>,GET,0,uid,101,204,404,30,0,0,2.12243,2025-11-05T22:59:18.823286
07d7bbf5f341,/profile?uid=205,/profile?uid=<ID>,GET,0,uid,101,205,404,30,0,0,2.119015,2025-11-05T22:59:21.043572
f888c54be471,/profile?uid=302,/profile?uid=<ID>,GET,0,uid,101,302,404,30,0,0,2.101588,2025-11-05T22:59:23.246762
4de1dab87853,/profile?uid=303,/profile?uid=<ID>,GET,0,uid,101,303,404,30,0,0,2.090242,2025-11-05T22:59:25.438682
5630ef5c2c90,/profile?uid=304,/profile?uid=<ID>,GET,0,uid,101,304,404,30,0,0,2.094917,2025-11-05T22:59:27.635417
0b3f11ea97f3,/profile?uid=305,/profile?uid=<ID>,GET,0,uid,101,305,404,30,0,0,2.104007,2025-11-05T22:59:29.841749
1307366e9937,/profile?uid=401,/profile?uid=<ID>,GET,0,uid,101,401,404,30,0,0,2.092524,2025-11-05T22:59:32.036440
461b801a1acf,/profile?uid=402,/profile?uid=<ID>,GET,0,uid,101,402,404,30,0,0,2.071036,2025-11-05T22:59:34.209757
f4651fbcdc53,/profile?uid=403,/profile?uid=<ID>,GET,0,uid,101,403,404,30,0,0,2.105064,2025-11-05T22:59:36.416381
99dc37c024a1,/profile?uid=404,/profile?uid=<ID>,GET,0,uid,101,404,404,30,0,0,2.069876,2025-11-05T22:59:38.587841
bad9f354273a,/profile?uid=405,/profile?uid=<ID>,GET,0,uid,101,405,404,30,0,0,2.067402,2025-11-05T22:59:40.756793
029de5e7118d,/profile?uid=999,/profile?uid=<ID>,GET,0,uid,101,999,404,30,0,0,2.094457,2025-11-05T22:59:42.953228
22c6d392819f,/profile?uid=1000,/profile?uid=<ID>,GET,0,uid,101,1000,404,30,0,0,2.100562,2025-11-05T22:59:45.155449
b0f663048729,/profile?uid=1001,/profile?uid=<ID>,GET,0,uid,101,1001,404,30,0,0,2.071465,2025-11-05T22:59:47.328459
b5681617e769,/profile?uid=-1,/profile?uid=-<ID>,GET,0,uid,101,-1,404,30,0,0,2.073163,2025-11-05T22:59:49.503412
5507eab51e4d,/profile?uid=0,/profile?uid=<ID>,GET,0,uid,101,0,404,30,0,0,2.06896,2025-11-05T22:59:51.674011
5dbd84a4a876,/profile?uid=abc,/profile?uid=abc,GET,0,uid,101,abc,404,30,0,0,2.067428,2025-11-05T22:59:53.843129
6d428a43d1f8,/profile?uid=xyz,/profile?uid=xyz,GET,0,uid,101,xyz,404,30,0,0,2.119917,2025-11-05T22:59:56.064919
8e7854e6e475,/profile?uid=../../../etc/passwd,/profile?uid=../../../etc/passwd,GET,0,uid,101,../../../etc/passwd,404,30,0,0,2.109684,2025-11-05T22:59:58.276433
33391046c08a,/profile?uid=' OR '1'='1,/profile?uid=' OR '<ID>'='<ID>,GET,0,uid,101,' OR '1'='1,404,30,0,0,2.09308,2025-11-05T23:00:00.471326
ea26389d6cb8,/invoice?id=102,/invoice?id=<ID>,GET,0,id,101,102,404,30,0,0,2.08218,2025-11-05T23:00:02.655348
e4311b82421e,/invoice?id=103,/invoice?id=<ID>,GET,0,id,101,103,404,30,0,0,2.104788,2025-11-05T23:00:04.861635
9dd3cd409216,/invoice?id=104,/invoice?id=<ID>,GET,0,id,101,104,404,30,0,0,2.101831,2025-11-05T23:00:07.064762
50127fc35546,/invoice?id=105,/invoice?id=<ID>,GET,0,id,101,105,404,30,0,0,2.054392,2025-11-05T23:00:09.220915
3d4b5bc0d2d7,/invoice?id=202,/invoice?id=<ID>,GET,0,id,101,202,404,30,0,0,2.099485,2025-11-05T23:00:11.421771
c6138ca63807,/invoice?id=203,/invoice?id=<ID>,GET,0,id,101,203,404,30,0,0,2.07723,2025-11-05T23:00:13.600018
7d1eb79d69cf,/invoice?id=204,/invoice?id=<ID>,GET,0,id,101,204,404,30,0,0,2.065582,2025-11-05T23:00:15.766749
b16df51306fd,/invoice?id=205,/invoice?id=<ID>,GET,0,id,101,205,404,30,0,0,2.07197,2025-11-05T23:00:17.941281
e958aeb9a8af,/invoice?id=302,/invoice?id=<ID>,GET,0,id,101,302,200,88,0,0,2.06592,2025-11-05T23:00:20.110209
a64f7e7e4886,/invoice?id=303,/invoice?id=<ID>,GET,0,id,101,303,200,84,0,0,2.112529,2025-11-05T23:00:22.324999
81403584d273,/invoice?id=304,/invoice?id=<ID>,GET,0,id,101,304,404,30,0,0,2.116167,2025-11-05T23:00:24.543372
8b31d45b47ef,/invoice?id=305,/invoice?id=<ID>,GET,0,id,101,305,404,30,0,0,2.104092,2025-11-05T23:00:26.751164
16e3c9118ad5,/invoice?id=401,/invoice?id=<ID>,GET,0,id,101,401,404,30,0,0,2.102603,2025-11-05T23:00:28.957783
b9fe493a625f,/invoice?id=402,/invoice?id=<ID>,GET,0,id,101,402,404,30,0,0,2.075082,2025-11-05T23:00:31.134968
6666d14a64b0,/invoice?id=403,/invoice?id=<ID>,GET,0,id,101,403,404,30,0,0,2.145586,2025-11-05T23:00:33.404652
fcf02384108d,/invoice?id=404,/invoice?id=<ID>,GET,0,id,101,404,404,30,0,0,2.117466,2025-11-05T23:00:35.624211
a3ff3b94d125,/invoice?id=405,/invoice?id=<ID>,GET,0,id,101,405,404,30,0,0,2.089177,2025-11-05T23:00:37.815445
67b23d889dd3,/invoice?id=999,/invoice?id=<ID>,GET,0,id,101,999,404,30,0,0,2.081506,2025-11-05T23:00:40.000488
f675e16dea9d,/invoice?id=1000,/invoice?id=<ID>,GET,0,id,101,1000,404,30,0,0,2.094461,2025-11-05T23:00:42.205847
747526f29b93,/invoice?id=1001,/invoice?id=<ID>,GET,0,id,101,1001,404,30,0,0,2.072797,2025-11-05T23:00:44.384532
6c1aaa890da3,/invoice?id=-1,/invoice?id=-<ID>,GET,0,id,101,-1,404,30,0,0,2.101782,2025-11-05T23:00:46.589769
6e67c6fc761c,/invoice?id=0,/invoice?id=<ID>,GET,0,id,101,0,404,30,0,0,2.088969,2025-11-05T23:00:48.783123
c40e8cadedb1,/invoice?id=abc,/invoice?id=abc,GET,0,id,101,abc,404,30,0,0,2.107004,2025-11-05T23:00:50.995233
7cf15efdc8ea,/invoice?id=xyz,/invoice?id=xyz,GET,0,id,101,xyz,404,30,0,0,2.088054,2025-11-05T23:00:53.184660
3b05f16adee9,/invoice?id=../../../etc/passwd,/invoice?id=../../../etc/passwd,GET,0,id,101,../../../etc/passwd,404,30,0,0,2.057079,2025-11-05T23:00:55.343100
35b62ae80cda,/invoice?id=' OR '1'='1,/invoice?id=' OR '<ID>'='<ID>,GET,0,id,101,' OR '1'='1,404,30,0,0,2.115053,2025-11-05T23:00:57.559929
5bf6c090c588,/order/102/status,/order/<ID>/status,GET,0,status,101,102,401,25,0,0,2.091444,2025-11-05T23:00:59.753363
16d55558f12c,/order/103/status,/order/<ID>/status,GET,0,status,101,103,401,25,0,0,2.099525,2025-11-05T23:01:01.954197
318e711af809,/order/104/status,/order/<ID>/status,GET,0,status,101,104,401,25,0,0,2.089664,2025-11-05T23:01:04.145057
e46c54c4fb80,/order/105/status,/order/<ID>/status,GET,0,status,101,105,401,25,0,0,2.074953,2025-11-05T23:01:06.321366
e4e777548948,/order/202/status,/order/<ID>/status,GET,0,status,101,202,401,25,0,0,2.078349,2025-11-05T23:01:08.501112
34b7f54785c4,/order/203/status,/order/<ID>/status,GET,0,status,101,203,401,25,0,0,2.088957,2025-11-05T23:01:10.691774
acde20b52d31,/order/204/status,/order/<ID>/status,GET,0,status,101,204,401,25,0,0,2.070754,2025-11-05T23:01:12.864290
6212b3ea4ab9,/order/205/status,/order/<ID>/status,GET,0,status,101,205,401,25,0,0,2.084494,2025-11-05T23:01:15.051175
4e6ab8ef2df4,/order/302/status,/order/<ID>/status,GET,0,status,101,302,401,25,0,0,2.086041,2025-11-05T23:01:17.238603
8fed847c14cd,/order/303/status,/order/<ID>/status,GET,0,status,101,303,401,25,0,0,2.113802,2025-11-05T23:01:19.454252
e060aac40ba8,/order/304/status,/order/<ID>/status,GET,0,status,101,304,401,25,0,0,2.123501,2025-11-05T23:01:21.679459
8349c351e34e,/order/305/status,/order/<ID>/status,GET,0,status,101,305,401,25,0,0,2.048012,2025-11-05T23:01:23.829175
6707e7d2ac74,/order/401/status,/order/<ID>/status,GET,0,status,101,401,401,25,0,0,2.084115,2025-11-05T23:01:26.014512
106e49e14a89,/order/402/status,/order/<ID>/status,GET,0,status,101,402,401,25,0,0,2.049892,2025-11-05T23:01:28.165851
98ca4a0634c6,/order/403/status,/order/<ID>/status,GET,0,status,101,403,401,25,0,0,2.104558,2025-11-05T23:01:30.371506
31e31f63ecbb,/order/404/status,/order/<ID>/status,GET,0,status,101,404,401,25,0,0,2.069076,2025-11-05T23:01:32.541799
51e9493bfaae,/order/405/status,/order/<ID>/status,GET,0,status,101,405,401,25,0,0,2.114237,2025-11-05T23:01:34.759244
03db793238cb,/order/999/status,/order/<ID>/status,GET,0,status,101,999,401,25,0,0,2.091374,2025-11-05T23:01:36.952336
aab97176675c,/order/1000/status,/order/<ID>/status,GET,0,status,101,1000,401,25,0,0,2.112778,2025-11-05T23:01:39.166181
f0da6caea35e,/order/1001/status,/order/<ID>/status,GET,0,status,101,1001,401,25,0,0,2.084599,2025-11-05T23:01:41.352363
133cc1925a81,/order/-1/status,/order/-<ID>/status,GET,0,status,101,-1,401,25,0,0,2.118302,2025-11-05T23:01:43.571785
ed5148aced1a,/order/0/status,/order/<ID>/status,GET,0,status,101,0,401,25,0,0,2.098305,2025-11-05T23:01:45.771615
8a96f01e9749,/order/abc/status,/order/abc/status,GET,0,status,101,abc,401,25,0,0,2.106359,2025-11-05T23:01:47.979229
7125bfca532d,/order/xyz/status,/order/xyz/status,GET,0,status,101,xyz,401,25,0,0,2.111098,2025-11-05T23:01:50.191841
98fbcb072949,/order/../../../etc/passwd/status,/order/../../../etc/passwd/status,GET,0,status,101,../../../etc/passwd,404,31,0,0,2.069072,2025-11-05T23:01:52.362608
9885876710cf,/order/' OR '1'='1/status,/order/' OR '<ID>'='<ID>/status,GET,0,status,101,' OR '1'='1,401,25,0,0,2.097069,2025-11-05T23:01:54.561823
