request_id,user_id,target_id,endpoint,method,status_code,response_length,response_time,sensitive_data_found,is_unauthorized,endpoint_pattern,has_placeholder,endpoint_path,param_key_count,param_type_pattern,has_numeric_param,has_uuid_param,has_alphanumeric_param,self_access,id_difference,param_change_rate,user_target_diversity,endpoint_user_diversity,param_deviation_score,status_code_category,is_success,is_unauthorized,is_forbidden,is_not_found,response_length_log,response_length_category,response_time_log,is_slow_response,has_sensitive_data,sensitive_success_combo,method_risk_score,is_read_method,is_write_method,is_delete_method,hour_of_day,day_of_week,is_weekend,is_business_hours,endpoint_path_encoded,param_type_pattern_encoded,method_encoded,status_200,status_401,status_404,status_405,method_x_self_access,method_x_success,success_x_sensitive,forbidden_x_self,large_id_diff_x_success,status_code_normalized,response_length_normalized,response_time_normalized,id_difference_normalized,response_length_log_normalized,response_time_log_normalized,method_risk_score_normalized,hour_of_day_normalized,method_x_self_access_normalized
5906e7d1d673,101,301,/settings?user_id=301,GET,401,25,2.077648,0,0,/settings?{},1,/settings?,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.124165668903078,0,0,0,1,1,0,0,22,2,0,0,28,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.4862326507228794,-0.01686229648825172,-0.579504646141257,-0.4834860245821314,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
26fa76cc17a6,101,101,/messages/101/view,GET,401,25,2.110378,0,0,/messages/{}/view,1,/messages//view,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1347442622137012,1,0,0,1,1,0,0,22,2,0,0,17,2,0,False,True,False,False,1,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.093277969627024,-0.7899952580049319,-0.579504646141257,1.0922272003556333,-0.3552655235637277,-1.7982148487696796,4.445403763776779
8489154f5a3b,101,201,/messages/201/view,GET,401,25,2.07178,0,0,/messages/{}/view,1,/messages//view,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1222571981376457,0,0,0,1,1,0,0,22,2,0,0,17,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.7694153063969774,-0.4034287772465918,-0.579504646141257,-0.7677584733091972,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
cb9c1dbc3c21,101,301,/messages/301/view,GET,401,25,2.08737,0,0,/messages/{}/view,1,/messages//view,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1273195958044862,0,0,0,1,1,0,0,22,2,0,0,17,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.017060568503453496,-0.01686229648825172,-0.579504646141257,-0.013699146203387236,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
a1b80794ff57,101,101,/report?report_id=101,GET,200,187,2.070201,0,0,/report?{},1,/report?,1,numeric,1,0,0,1,0.0,0,29,2,0,success,1,0,0,0,5.236441962829949,small,1.121743031768591,0,0,0,1,1,0,0,22,2,0,0,27,2,0,True,False,False,False,1,1,0,0,0,-3.885366668328318,3.2067143677449357,-0.8456159562452054,-0.7899952580049319,2.7047699882271474,-0.8443450972343326,-0.3552655235637277,-1.7982148487696796,4.445403763776779
06eaff66b7a9,101,201,/report?report_id=201,GET,404,29,2.082048,0,0,/report?{},1,/report?,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,0,0,1,3.4011973816621555,tiny,1.1255943110790467,0,0,0,1,1,0,0,22,2,0,0,27,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.3930517182014336,-0.273893917770251,-0.4034287772465918,-0.3419412433945987,-0.27068548444629753,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
77ad61739c7c,101,301,/report?report_id=301,GET,404,29,2.086711,0,0,/report?{},1,/report?,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,0,0,1,3.4011973816621555,tiny,1.1271061227378056,0,0,0,1,1,0,0,22,2,0,0,27,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.3930517182014336,-0.04886311964339187,-0.01686229648825172,-0.3419412433945987,-0.04549660021825273,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
3676cb69841e,102,102,/user/profile?user_id=102,GET,200,159,2.065887,1,0,/user/profile?{},1,/user/profile?,1,numeric,1,0,0,1,0.0,0,29,2,0,success,1,0,0,0,5.075173815233827,small,1.1203369239322036,0,1,1,1,1,0,0,22,2,0,0,29,2,0,True,False,False,False,1,1,1,0,0,-3.885366668328318,2.56878113732406,-1.0538044321446671,-0.7899952580049319,2.437046829349166,-1.0537890798533884,-0.3552655235637277,-1.7982148487696796,4.445403763776779
81ee42cc8020,102,202,/user/profile?user_id=202,GET,404,27,2.095357,0,0,/user/profile?{},1,/user/profile?,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,0,0,1,3.332204510175204,tiny,1.1299032468189776,0,0,0,1,1,0,0,22,2,0,0,29,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.4386183775172104,0.36838249060851275,-0.4034287772465918,-0.4564771252155258,0.3711434271536703,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
44d45880c53d,102,302,/user/profile?user_id=302,GET,404,27,2.089956,0,0,/user/profile?{},1,/user/profile?,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,0,0,1,3.332204510175204,tiny,1.1281568513260711,0,0,0,1,1,0,0,22,2,0,0,29,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.4386183775172104,0.1077366959091595,-0.01686229648825172,-0.4564771252155258,0.11101257673323138,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
bbe06b0605ed,102,102,/api/user/102/details,GET,401,25,2.104267,0,0,/api/user/{}/details,1,/api/user//details,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1327776166628698,1,0,0,1,1,0,0,22,2,0,0,9,2,0,False,True,False,False,1,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.7983684248375986,-0.7899952580049319,-0.579504646141257,0.7992894427335451,-0.3552655235637277,-1.7982148487696796,4.445403763776779
e05abdd18ccc,102,202,/api/user/202/details,POST,405,153,2.037809,0,0,/api/user/{}/details,1,/api/user//details,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,0,0,0,5.0369526024136295,small,1.1111365318877464,0,0,0,3,0,1,0,22,2,0,0,9,2,1,False,False,False,True,0,0,0,0,0,0.29997911492773827,2.4320811593767298,-2.408815101200103,-0.4034287772465918,2.373595341966813,-2.424215089567272,2.8147960713126134,-1.7982148487696796,-0.17526681505929956
5f260ca4a9a9,102,302,/api/user/302/details,GET,401,25,2.108365,0,0,/api/user/{}/details,1,/api/user//details,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1340968644774359,1,0,0,1,1,0,0,22,2,0,0,9,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.9961329993012044,-0.01686229648825172,-0.579504646141257,0.9957953643946446,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
fd4e105b811b,102,102,/profile?uid=102,GET,200,66,2.098396,1,0,/profile?{},1,/profile?,1,numeric,1,0,0,1,0.0,0,29,2,0,success,1,0,0,0,4.204692619390966,tiny,1.1308845582286746,0,1,1,1,1,0,0,22,2,0,0,26,2,0,True,False,False,False,1,1,1,0,0,-3.885366668328318,0.44993147914043774,0.5150409927546704,-0.7899952580049319,0.9919507023782315,0.5173127070038701,-0.3552655235637277,-1.7982148487696796,4.445403763776779
b1f8c6df072b,102,202,/profile?uid=202,GET,404,30,2.104469,0,0,/profile?{},1,/profile?,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1328426862680427,1,0,0,1,1,0,0,22,2,0,0,26,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.808116703032233,-0.4034287772465918,-0.2875064707747419,0.8089817557284606,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
535f3e06c3ea,102,302,/profile?uid=302,GET,404,30,2.099064,0,0,/profile?{},1,/profile?,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.131100130415534,0,0,0,1,1,0,0,22,2,0,0,26,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.5472778731210992,-0.01686229648825172,-0.2875064707747419,0.5494228312698105,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
da1fc9536cb4,102,102,/invoice?id=102,GET,404,30,2.124259,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1391971350709726,1,0,0,1,1,0,0,22,2,0,0,13,2,0,False,False,True,False,1,0,0,0,0,0.2795627940338063,-0.37026838854354516,1.7631584132896305,-0.7899952580049319,-0.2875064707747419,1.7554959776062895,-0.3552655235637277,-1.7982148487696796,4.445403763776779
3d604808f268,102,202,/invoice?id=202,GET,404,30,2.068752,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.121270964291642,0,0,0,1,1,0,0,22,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.9155429617107437,-0.4034287772465918,-0.2875064707747419,-0.9146609648218001,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
c6045dca1261,102,302,/invoice?id=302,GET,200,88,2.111837,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,200.0,0,29,2,0,success,1,0,0,0,4.48863636973214,tiny,1.1352132270523447,1,0,0,1,1,0,0,22,2,0,0,13,2,0,True,False,False,False,0,1,0,0,1,-3.885366668328318,0.9511647316139829,1.1636875631220034,-0.01686229648825172,1.4633290800562535,1.1620809206550409,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
6e9f48bd98dd,102,102,/order/102/status,GET,401,25,2.099729,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1313146883149674,0,0,0,1,1,0,0,22,2,0,0,23,2,0,False,True,False,False,1,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.5793699770787193,-0.7899952580049319,-0.579504646141257,0.5813818743793217,-0.3552655235637277,-1.7982148487696796,4.445403763776779
7df687ad95ba,102,202,/order/202/status,GET,401,25,2.109051,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1343175349304935,1,0,0,1,1,0,0,22,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.0292385381206355,-0.4034287772465918,-0.579504646141257,1.0286648907131133,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
377f5138956e,102,302,/order/302/status,GET,401,25,2.074295,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1230756066798055,0,0,0,1,1,0,0,22,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.6480444169933588,-0.01686229648825172,-0.579504646141257,-0.6458540645265748,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
a816e0cca9b1,102,102,/document?doc_id=102,GET,404,31,2.073074,0,0,/document?{},1,/document?,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,0,0,1,3.4657359027997265,tiny,1.1226783635613085,0,0,0,1,1,0,0,22,2,0,0,12,2,0,False,False,True,False,1,0,0,0,0,0.2795627940338063,-0.3474850588856568,-0.7069684153877204,-0.7899952580049319,-0.23480008126296797,-0.7050246193396427,-0.3552655235637277,-1.7982148487696796,4.445403763776779
f275503d4152,102,202,/document?doc_id=202,GET,200,114,2.089759,0,0,/document?{},1,/document?,1,numeric,1,0,0,0,100.0,0,29,2,0,success,1,0,0,0,4.74493212836325,small,1.1280930943404928,0,0,0,1,1,0,0,22,2,0,0,12,2,0,True,False,False,False,0,1,0,0,0,-3.885366668328318,1.5435313027190816,0.0982297117292348,-0.4034287772465918,1.8888086997489857,0.10151578236671459,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
d2f156050652,102,302,/document?doc_id=302,GET,200,88,2.120395,0,0,/document?{},1,/document?,1,numeric,1,0,0,0,200.0,0,29,2,0,success,1,0,0,0,4.48863636973214,tiny,1.1379595963720652,1,0,0,1,1,0,0,22,2,0,0,12,2,0,True,False,False,False,0,1,0,0,1,-3.885366668328318,0.9511647316139829,1.5766863987148618,-0.01686229648825172,1.4633290800562535,1.5711608739699257,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
fe8331f08e02,102,102,/api/account/102/balance,POST,405,153,2.045143,0,0,/api/account/{}/balance,1,/api/account//balance,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,0,0,0,5.0369526024136295,small,1.1135478622923383,0,0,0,3,0,1,0,22,2,0,0,3,2,1,False,False,False,True,3,0,0,0,0,0.29997911492773827,2.4320811593767298,-2.0548850404104364,-0.7899952580049319,2.373595341966813,-2.0650401882697342,2.8147960713126134,-1.7982148487696796,13.686744921448938
f520db42c5fb,102,202,/api/account/202/balance,GET,401,25,2.068227,0,0,/api/account/{}/balance,1,/api/account//balance,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1210998703376687,0,0,0,1,1,0,0,22,2,0,0,3,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.9408788332562332,-0.4034287772465918,-0.579504646141257,-0.9401459227993475,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
f4b50d8933be,102,302,/api/account/302/balance,GET,401,25,2.122835,0,0,/api/account/{}/balance,1,/api/account//balance,1,numeric,1,0,0,0,200.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1387412430915456,1,0,0,1,1,0,0,22,2,0,0,3,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.6944378778976839,-0.01686229648825172,-0.579504646141257,1.687589498924959,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
3639007cc019,102,102,/settings?user_id=102,GET,401,25,2.094774,0,0,/settings?{},1,/settings?,1,numeric,1,0,0,1,0.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1297148824687808,0,0,0,1,1,0,0,22,2,0,0,28,2,0,False,True,False,False,1,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.3402476084922999,-0.7899952580049319,-0.579504646141257,0.34308599182209587,-0.3552655235637277,-1.7982148487696796,4.445403763776779
49b90c410993,102,202,/settings?user_id=202,GET,401,25,2.085608,0,0,/settings?{},1,/settings?,1,numeric,1,0,0,0,100.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.126748720597138,0,0,0,1,1,0,0,22,2,0,0,28,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.10209257929038447,-0.4034287772465918,-0.579504646141257,-0.09873272180215513,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
