user_id,target_id,endpoint,parameter,url,method,status_code,response_length,sensitive_data_found,has_auth_header,self_access,is_unauthorized
25,25,/user/profile,id=25,http://localhost/user/profile,GET,200,2212,1,1,1,0
22,22,/api/users/,id=22,http://localhost/api/users/22,POST,404,145,0,1,1,0
175,175,/profile?id=,id=175,http://localhost/profile?id=175,GET,200,1105,0,1,1,0
127,127,/api/users/,id=127,http://localhost/api/users/127,GET,200,2701,1,1,1,0
28,9,/user/profile,id=9,http://localhost/user/profile,GET,404,80,0,1,0,0
8,8,/profile?id=,id=8,http://localhost/profile?id=8,GET,200,2156,0,1,1,0
68,159,/account//settings,id=159,http://localhost/account/159/settings,GET,200,1996,1,1,0,1
179,136,/profile?id=,id=136,http://localhost/profile?id=136,GET,200,2374,1,1,0,1
199,159,/orders/,id=159,http://localhost/orders/159,GET,200,659,1,1,0,1
80,80,/admin/user/,id=80,http://localhost/admin/user/80,GET,200,1137,1,1,1,0
107,178,/api/v1/accounts/,id=178,http://localhost/api/v1/accounts/178,GET,200,1244,1,0,0,1
89,89,/profile?id=,id=89,http://localhost/profile?id=89,GET,200,2609,0,1,1,0
192,193,/orders/,id=193,http://localhost/orders/193,GET,200,1997,1,1,0,1
78,78,/orders/,id=78,http://localhost/orders/78,POST,200,2520,0,1,1,0
182,15,/documents//view,id=15,http://localhost/documents/15/view,GET,200,688,1,1,0,1
119,119,/orders/,id=119,http://localhost/orders/119,POST,200,1263,0,1,1,0
52,52,/account//settings,id=52,http://localhost/account/52/settings,GET,200,1173,0,1,1,0
125,50,/api/users/,id=50,http://localhost/api/users/50,GET,200,1991,1,1,0,1
110,110,/account//settings,id=110,http://localhost/account/110/settings,GET,200,1407,0,1,1,0
180,180,/api/users/,id=180,http://localhost/api/users/180,GET,200,1502,1,1,1,0
147,103,/orders/,id=103,http://localhost/orders/103,GET,200,1729,1,1,0,1
93,93,/documents//view,id=93,http://localhost/documents/93/view,GET,200,1177,1,1,1,0
171,171,/documents//view,id=171,http://localhost/documents/171/view,GET,200,2442,1,1,1,0
106,106,/orders/,id=106,http://localhost/orders/106,GET,200,942,0,1,1,0
74,161,/account//settings,id=161,http://localhost/account/161/settings,GET,200,938,1,0,0,1
14,43,/api/v1/accounts/,id=43,http://localhost/api/v1/accounts/43,GET,200,1634,1,1,0,1
196,196,/api/users/,id=196,http://localhost/api/users/196,GET,200,2130,0,1,1,0
140,121,/account//settings,id=121,http://localhost/account/121/settings,GET,200,1424,1,1,0,1
1,160,/documents//view,id=160,http://localhost/documents/160/view,GET,200,2438,1,1,0,1
16,16,/documents//view,id=16,http://localhost/documents/16/view,GET,200,632,0,1,1,0
119,44,/documents//view,id=44,http://localhost/documents/44/view,GET,200,2753,0,0,0,1
34,48,/user/profile,id=48,http://localhost/user/profile,GET,200,1493,0,0,0,1
57,57,/admin/user/,id=57,http://localhost/admin/user/57,GET,404,79,0,1,1,0
59,64,/documents//view,id=64,http://localhost/documents/64/view,GET,200,917,1,0,0,1
55,55,/account//settings,id=55,http://localhost/account/55/settings,GET,200,2965,0,1,1,0
123,123,/api/v1/accounts/,id=123,http://localhost/api/v1/accounts/123,GET,200,2183,1,1,1,0
40,68,/documents//view,id=68,http://localhost/documents/68/view,GET,404,81,0,1,0,0
105,94,/api/users/,id=94,http://localhost/api/users/94,GET,404,85,0,0,0,0
135,44,/user/profile,id=44,http://localhost/user/profile,GET,200,1861,1,1,0,1
187,187,/api/v1/accounts/,id=187,http://localhost/api/v1/accounts/187,GET,200,1693,0,1,1,0
185,129,/api/users/,id=129,http://localhost/api/users/129,GET,200,2797,1,0,0,1
70,106,/api/users/,id=106,http://localhost/api/users/106,GET,200,1373,1,1,0,1
200,200,/user/profile,id=200,http://localhost/user/profile,GET,200,2007,0,1,1,0
187,187,/orders/,id=187,http://localhost/orders/187,POST,200,2076,1,1,1,0
132,132,/account//settings,id=132,http://localhost/account/132/settings,POST,404,106,0,1,1,0
176,176,/documents//view,id=176,http://localhost/documents/176/view,GET,200,2292,0,1,1,0
183,183,/user/profile,id=183,http://localhost/user/profile,GET,200,2339,1,1,1,0
136,56,/orders/,id=56,http://localhost/orders/56,GET,404,93,0,0,0,0
146,174,/documents//view,id=174,http://localhost/documents/174/view,GET,200,2180,0,1,0,1
90,57,/documents//view,id=57,http://localhost/documents/57/view,GET,200,539,1,0,0,1
157,14,/admin/user/,id=14,http://localhost/admin/user/14,GET,200,444,1,1,0,1
19,19,/user/profile,id=19,http://localhost/user/profile,GET,200,2483,0,1,1,0
39,39,/user/profile,id=39,http://localhost/user/profile,GET,200,2543,0,1,1,0
38,190,/account//settings,id=190,http://localhost/account/190/settings,GET,200,439,1,0,0,1
86,86,/admin/user/,id=86,http://localhost/admin/user/86,GET,200,1447,0,1,1,0
135,135,/account//settings,id=135,http://localhost/account/135/settings,GET,200,1658,0,1,1,0
76,76,/documents//view,id=76,http://localhost/documents/76/view,POST,404,94,0,1,1,0
165,165,/api/v1/accounts/,id=165,http://localhost/api/v1/accounts/165,GET,200,2417,1,1,1,0
146,146,/documents//view,id=146,http://localhost/documents/146/view,POST,200,1745,0,1,1,0
68,46,/api/v1/accounts/,id=46,http://localhost/api/v1/accounts/46,GET,200,1221,1,1,0,1
101,101,/orders/,id=101,http://localhost/orders/101,POST,200,1280,0,1,1,0
49,143,/profile?id=,id=143,http://localhost/profile?id=143,GET,200,1875,0,1,0,1
106,106,/account//settings,id=106,http://localhost/account/106/settings,GET,404,88,1,1,1,0
141,124,/account//settings,id=124,http://localhost/account/124/settings,GET,200,475,1,1,0,1
113,113,/profile?id=,id=113,http://localhost/profile?id=113,GET,200,2519,0,1,1,0
192,191,/orders/,id=191,http://localhost/orders/191,GET,404,105,0,0,0,0
86,126,/profile?id=,id=126,http://localhost/profile?id=126,GET,200,475,1,1,0,1
10,10,/profile?id=,id=10,http://localhost/profile?id=10,POST,200,1685,0,1,1,0
64,64,/api/v1/accounts/,id=64,http://localhost/api/v1/accounts/64,GET,200,1054,0,1,1,0
179,179,/profile?id=,id=179,http://localhost/profile?id=179,POST,200,1104,0,1,1,0
150,170,/user/profile,id=170,http://localhost/user/profile,GET,200,646,1,1,0,1
14,14,/orders/,id=14,http://localhost/orders/14,GET,200,2541,0,1,1,0
90,90,/profile?id=,id=90,http://localhost/profile?id=90,GET,200,2867,0,1,1,0
133,133,/admin/user/,id=133,http://localhost/admin/user/133,POST,200,1714,0,1,1,0
134,187,/api/v1/accounts/,id=187,http://localhost/api/v1/accounts/187,GET,200,1136,1,0,0,1
138,138,/admin/user/,id=138,http://localhost/admin/user/138,GET,200,1569,1,1,1,0
80,80,/user/profile,id=80,http://localhost/user/profile,POST,404,79,0,1,1,0
104,104,/user/profile,id=104,http://localhost/user/profile,GET,200,1387,0,1,1,0
12,12,/orders/,id=12,http://localhost/orders/12,GET,404,191,0,1,1,0
152,152,/account//settings,id=152,http://localhost/account/152/settings,POST,200,692,0,1,1,0
195,195,/user/profile,id=195,http://localhost/user/profile,GET,200,1036,0,1,1,0
191,164,/documents//view,id=164,http://localhost/documents/164/view,GET,200,1169,1,0,0,1
153,47,/api/v1/accounts/,id=47,http://localhost/api/v1/accounts/47,GET,200,760,1,1,0,1
145,145,/api/v1/accounts/,id=145,http://localhost/api/v1/accounts/145,GET,200,1794,1,1,1,0
162,162,/api/users/,id=162,http://localhost/api/users/162,GET,200,807,1,1,1,0
103,103,/api/v1/accounts/,id=103,http://localhost/api/v1/accounts/103,POST,200,1265,0,1,1,0
146,132,/profile?id=,id=132,http://localhost/profile?id=132,GET,404,55,0,1,0,0
185,185,/documents//view,id=185,http://localhost/documents/185/view,GET,200,1600,0,1,1,0
105,105,/account//settings,id=105,http://localhost/account/105/settings,GET,200,2221,0,1,1,0
159,24,/user/profile,id=24,http://localhost/user/profile,GET,200,1288,0,0,0,1
177,177,/api/v1/accounts/,id=177,http://localhost/api/v1/accounts/177,GET,200,552,0,1,1,0
19,19,/admin/user/,id=19,http://localhost/admin/user/19,GET,200,2632,1,1,1,0
162,25,/api/v1/accounts/,id=25,http://localhost/api/v1/accounts/25,GET,200,1464,1,1,0,1
140,140,/profile?id=,id=140,http://localhost/profile?id=140,GET,200,2062,0,1,1,0
64,64,/user/profile,id=64,http://localhost/user/profile,POST,404,142,0,1,1,0
10,24,/documents//view,id=24,http://localhost/documents/24/view,GET,200,1952,1,0,0,1
114,114,/user/profile,id=114,http://localhost/user/profile,GET,200,993,0,1,1,0
147,147,/orders/,id=147,http://localhost/orders/147,GET,200,1410,0,1,1,0
173,54,/profile?id=,id=54,http://localhost/profile?id=54,GET,200,1732,1,1,0,1
85,85,/documents//view,id=85,http://localhost/documents/85/view,GET,200,2754,0,1,1,0
192,28,/admin/user/,id=28,http://localhost/admin/user/28,GET,200,2149,1,0,0,1
142,142,/documents//view,id=142,http://localhost/documents/142/view,GET,200,2685,1,1,1,0
125,125,/account//settings,id=125,http://localhost/account/125/settings,GET,200,739,0,1,1,0
55,55,/account//settings,id=55,http://localhost/account/55/settings,POST,200,2437,0,1,1,0
157,157,/documents//view,id=157,http://localhost/documents/157/view,POST,200,1479,0,1,1,0
190,190,/orders/,id=190,http://localhost/orders/190,GET,200,1855,0,1,1,0
103,103,/user/profile,id=103,http://localhost/user/profile,POST,404,114,0,1,1,0
174,172,/api/users/,id=172,http://localhost/api/users/172,GET,404,99,0,1,0,0
190,14,/orders/,id=14,http://localhost/orders/14,GET,200,1004,0,1,0,1
115,115,/documents//view,id=115,http://localhost/documents/115/view,GET,200,1153,0,1,1,0
4,54,/api/v1/accounts/,id=54,http://localhost/api/v1/accounts/54,GET,200,727,0,1,0,1
104,104,/profile?id=,id=104,http://localhost/profile?id=104,POST,200,654,0,1,1,0
87,189,/profile?id=,id=189,http://localhost/profile?id=189,GET,200,2759,1,0,0,1
150,150,/profile?id=,id=150,http://localhost/profile?id=150,GET,200,2230,0,1,1,0
78,2,/documents//view,id=2,http://localhost/documents/2/view,GET,200,1279,0,1,0,1
192,151,/api/v1/accounts/,id=151,http://localhost/api/v1/accounts/151,GET,200,1153,1,0,0,1
62,139,/api/users/,id=139,http://localhost/api/users/139,GET,404,198,0,0,0,0
114,114,/api/v1/accounts/,id=114,http://localhost/api/v1/accounts/114,GET,404,57,0,1,1,0
20,167,/documents//view,id=167,http://localhost/documents/167/view,GET,404,160,0,1,0,0
91,91,/api/v1/accounts/,id=91,http://localhost/api/v1/accounts/91,GET,200,1718,0,1,1,0
44,6,/admin/user/,id=6,http://localhost/admin/user/6,GET,403,108,0,1,0,0
154,154,/api/users/,id=154,http://localhost/api/users/154,GET,200,2254,0,1,1,0
125,77,/documents//view,id=77,http://localhost/documents/77/view,GET,200,2725,1,0,0,1
129,129,/user/profile,id=129,http://localhost/user/profile,GET,200,2612,0,1,1,0
31,55,/api/v1/accounts/,id=55,http://localhost/api/v1/accounts/55,GET,200,2597,0,0,0,1
128,96,/api/v1/accounts/,id=96,http://localhost/api/v1/accounts/96,GET,200,529,1,1,0,1
181,74,/user/profile,id=74,http://localhost/user/profile,GET,403,91,0,1,0,0
25,10,/api/v1/accounts/,id=10,http://localhost/api/v1/accounts/10,GET,200,966,1,1,0,1
91,76,/documents//view,id=76,http://localhost/documents/76/view,GET,200,1645,1,1,0,1
74,74,/api/users/,id=74,http://localhost/api/users/74,GET,200,2576,0,1,1,0
61,154,/api/users/,id=154,http://localhost/api/users/154,GET,404,134,0,1,0,0
165,165,/orders/,id=165,http://localhost/orders/165,GET,200,1814,0,1,1,0
125,102,/orders/,id=102,http://localhost/orders/102,GET,200,2547,1,0,0,1
164,52,/documents//view,id=52,http://localhost/documents/52/view,GET,200,677,1,1,0,1
12,12,/profile?id=,id=12,http://localhost/profile?id=12,GET,200,2705,0,1,1,0
190,190,/orders/,id=190,http://localhost/orders/190,GET,200,1852,0,1,1,0
177,153,/account//settings,id=153,http://localhost/account/153/settings,GET,200,766,1,0,0,1
111,111,/api/users/,id=111,http://localhost/api/users/111,GET,200,2929,0,1,1,0
9,9,/admin/user/,id=9,http://localhost/admin/user/9,POST,200,1364,0,1,1,0
185,185,/admin/user/,id=185,http://localhost/admin/user/185,GET,200,2841,0,1,1,0
190,150,/user/profile,id=150,http://localhost/user/profile,GET,404,147,0,0,0,0
41,41,/admin/user/,id=41,http://localhost/admin/user/41,GET,200,1152,0,1,1,0
102,102,/admin/user/,id=102,http://localhost/admin/user/102,POST,200,1849,0,1,1,0
189,62,/documents//view,id=62,http://localhost/documents/62/view,GET,200,1230,1,0,0,1
193,191,/orders/,id=191,http://localhost/orders/191,GET,404,140,0,1,0,0
85,85,/api/v1/accounts/,id=85,http://localhost/api/v1/accounts/85,POST,200,1751,0,1,1,0
125,131,/documents//view,id=131,http://localhost/documents/131/view,GET,403,148,0,1,0,0
199,174,/profile?id=,id=174,http://localhost/profile?id=174,GET,200,1917,1,0,0,1
5,128,/account//settings,id=128,http://localhost/account/128/settings,GET,200,403,1,0,0,1
